"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Analog1"|"Volts"|0.0|5.0|100,"Analog2"|"Volts"|0.0|5.0|100,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|200,"AccelY"|"G"|-3.0|3.0|200,"AccelZ"|"G"|-3.0|3.0|200,"Yaw"|"Deg/Sec"|-120|120|200,"Pitch"|"Deg/Sec"|-120|120|200,"Roll"|"Deg/Sec"|-120|120|200,"Gsum"|"G"|0.0|3.0|200,"RPM"|"rpm"|0|8000|25,"RPM2"|"rpm"|0|8000|25,"GPIO1"|""|0.0|1.0|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10
,,,,,,,,,,,,,,,,,,,,,
68,0,,,,-0.08,0.14,0.98,0,-1,0,0.16,,,,,,,,,,
73,0,2.53,2.59,,-0.08,0.14,0.98,0,-1,0,0.16,,,,,,,,,,
78,0,,,,-0.08,0.14,0.99,0,-1,0,0.16,,,,,,,,,,
83,0,2.47,2.55,,-0.08,0.14,0.99,0,-1,0,0.16,0,0,0,,,,,,,
88,0,,,,-0.08,0.14,0.99,0,-1,0,0.16,,,,,,,,,,
93,0,2.53,2.58,,-0.08,0.14,0.99,0,-1,0,0.16,,,,,,,,,,
98,0,,,,-0.08,0.14,0.99,0,-1,0,0.16,,,,,,,,,,
103,0,2.52,2.58,,-0.08,0.14,1.0,0,-1,1,0.16,,,0,,,,,,,
108,0,,,,-0.07,0.14,0.99,0,-0,1,0.16,,,,,,,,,,
113,0,2.5,2.58,,-0.08,0.14,0.98,0,-0,1,0.16,,,,,,,,,,
118,0,,,,-0.07,0.14,0.99,0,-0,1,0.16,,,,,,,,,,
123,0,2.51,2.57,,-0.07,0.15,0.97,0,-1,1,0.16,0,0,0,,,,,,,
128,0,,,,-0.07,0.14,0.98,0,-0,1,0.16,,,,,,,,,,
133,0,2.51,2.58,,-0.07,0.14,0.99,0,-0,1,0.16,,,,,,,,,,
138,0,,,,-0.07,0.15,0.98,0,-0,1,0.16,,,,,,,,,,
143,0,2.54,2.56,,-0.07,0.14,0.98,0,-1,1,0.16,,,0,0.0,0.0,0.0,0.0,0,0,0.0
148,0,,,,-0.07,0.14,0.98,0,-0,1,0.16,,,,,,,,,,
153,0,2.53,2.58,,-0.07,0.14,0.98,0,-0,1,0.16,,,,,,,,,,
158,0,,,,-0.07,0.14,0.98,0,-0,1,0.16,,,,,,,,,,
163,0,2.52,2.57,,-0.07,0.14,0.98,0,-0,1,0.16,0,0,0,,,,,,,
168,0,,,,-0.07,0.14,0.98,0,-0,0,0.16,,,,,,,,,,
173,0,2.52,2.57,,-0.07,0.14,0.98,0,-0,0,0.16,,,,,,,,,,
178,0,,,,-0.07,0.14,0.98,0,-0,0,0.16,,,,,,,,,,
183,0,2.52,2.58,,-0.08,0.14,0.98,0,-0,0,0.16,,,0,,,,,,,
188,0,,,,-0.08,0.14,0.99,0,-0,0,0.16,,,,,,,,,,
193,0,2.52,2.57,,-0.08,0.14,0.99,0,-0,0,0.16,,,,,,,,,,
198,0,,,,-0.08,0.14,0.99,0,-0,0,0.16,,,,,,,,,,
203,0,2.52,2.57,,-0.08,0.14,0.99,0,-0,0,0.16,0,0,0,,,,,,,
208,0,,,,-0.08,0.14,0.99,0,-0,0,0.16,,,,,,,,,,
213,0,2.49,2.57,,-0.08,0.14,0.99,0,-0,0,0.16,,,,,,,,,,
218,0,,,,-0.08,0.14,0.99,0,-0,0,0.16,,,,,,,,,,
223,0,2.52,2.57,,-0.08,0.14,0.99,0,-0,0,0.16,,,0,,,,,,,
228,0,,,,-0.08,0.14,0.99,0,-0,0,0.16,,,,,,,,,,
233,0,2.52,2.57,,-0.08,0.14,0.99,0,-0,0,0.16,,,,,,,,,,
238,0,,,,-0.08,0.14,0.99,0,-0,0,0.16,,,,,,,,,,
243,0,2.52,2.58,,-0.08,0.14,0.99,0,-0,0,0.16,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
248,0,,,,-0.08,0.14,0.99,0,-0,0,0.16,,,,,,,,,,
253,0,2.52,2.58,,-0.08,0.14,0.99,0,-0,0,0.16,,,,,,,,,,
258,0,,,,-0.08,0.14,0.99,0,-0,0,0.16,,,,,,,,,,
263,0,2.52,2.57,,-0.08,0.14,0.99,0,-0,0,0.16,,,0,,,,,,,
268,0,,,,-0.08,0.14,0.99,0,-0,0,0.16,,,,,,,,,,
273,0,2.48,2.54,,-0.08,0.14,0.99,0,-0,0,0.16,,,,,,,,,,
278,0,,,,-0.08,0.14,0.99,0,-0,0,0.16,,,,,,,,,,
283,0,2.5,2.53,,-0.08,0.14,0.99,0,-0,0,0.16,0,0,0,,,,,,,
288,0,,,,-0.08,0.14,0.98,0,-0,-0,0.16,,,,,,,,,,
293,0,2.51,2.56,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
298,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
303,0,2.53,2.58,,-0.08,0.14,0.98,0,-0,-0,0.16,,,0,,,,,,,
308,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
313,0,2.53,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
318,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
323,0,2.52,2.57,,-0.08,0.14,0.99,0,-0,-0,0.16,0,0,0,,,,,,,
328,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
333,0,2.51,2.56,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
338,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
343,0,2.51,2.56,,-0.08,0.14,0.99,0,-0,-0,0.16,,,0,0.0,0.0,0.0,0.0,0,0,0.0
348,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
353,0,2.52,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
358,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
363,0,2.53,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,0,0,0,,,,,,,
368,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
373,0,2.53,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
378,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
383,0,2.52,2.57,,-0.08,0.14,0.99,0,-0,-0,0.16,,,0,,,,,,,
388,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
393,0,2.49,2.54,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
398,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
403,0,2.49,2.55,,-0.08,0.14,0.99,0,-0,-0,0.16,0,0,0,,,,,,,
408,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
413,0,2.49,2.54,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
418,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
423,0,2.49,2.55,,-0.08,0.14,0.99,0,-0,-0,0.16,,,0,,,,,,,
428,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
433,0,2.52,2.57,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
438,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
443,0,2.51,2.56,,-0.08,0.14,0.99,0,-0,-0,0.16,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
448,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
453,0,2.51,2.56,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
458,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
463,0,2.48,2.54,,-0.08,0.14,0.99,0,-0,-0,0.16,,,0,,,,,,,
468,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
473,0,2.48,2.54,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
478,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
483,0,2.52,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,0,0,0,,,,,,,
488,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
493,0,2.52,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
498,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
503,0,2.49,2.54,,-0.08,0.14,0.99,0,-0,-0,0.16,,,0,,,,,,,
508,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
513,0,2.52,2.57,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
518,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
523,0,2.53,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,0,0,0,,,,,,,
528,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
533,0,2.52,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
538,0,,,,-0.08,0.14,1.0,0,-0,-0,0.16,,,,,,,,,,
543,0,2.48,2.54,,-0.08,0.14,1.0,0,-0,-0,0.16,,,0,0.0,0.0,0.0,0.0,0,0,0.0
548,0,,,,-0.08,0.14,1.0,0,-0,-0,0.16,,,,,,,,,,
553,0,2.52,2.58,,-0.08,0.14,1.0,0,-0,-0,0.16,,,,,,,,,,
558,0,,,,-0.08,0.14,1.0,0,-0,-0,0.16,,,,,,,,,,
563,0,2.51,2.56,,-0.08,0.14,1.01,0,-0,-0,0.16,0,0,0,,,,,,,
568,0,,,,-0.08,0.14,1.0,0,-0,-0,0.16,,,,,,,,,,
573,0,2.48,2.54,,-0.08,0.14,1.0,0,-0,-0,0.16,,,,,,,,,,
578,0,,,,-0.08,0.14,1.0,0,-0,-0,0.16,,,,,,,,,,
583,0,2.5,2.56,,-0.08,0.14,1.0,0,-0,-0,0.16,,,0,,,,,,,
588,0,,,,-0.08,0.14,1.0,0,-0,-0,0.16,,,,,,,,,,
593,0,2.52,2.58,,-0.08,0.14,1.0,0,-0,-0,0.16,,,,,,,,,,
598,0,,,,-0.08,0.14,1.0,0,-0,-0,0.16,,,,,,,,,,
603,0,2.52,2.57,,-0.08,0.14,1.0,0,-0,-0,0.16,0,0,0,,,,,,,
608,0,,,,-0.08,0.14,1.0,0,-0,-0,0.16,,,,,,,,,,
613,0,2.52,2.55,,-0.08,0.14,1.0,0,-0,-0,0.16,,,,,,,,,,
618,0,,,,-0.08,0.14,1.0,0,-0,-0,0.16,,,,,,,,,,
623,0,2.49,2.54,,-0.08,0.14,1.0,0,-0,-0,0.16,,,0,,,,,,,
628,0,,,,-0.08,0.14,1.0,0,-0,-0,0.16,,,,,,,,,,
633,0,2.5,2.55,,-0.08,0.14,1.0,0,-0,-0,0.16,,,,,,,,,,
638,0,,,,-0.08,0.14,1.0,0,-0,-0,0.16,,,,,,,,,,
643,0,2.5,2.56,,-0.08,0.14,0.99,0,-0,-0,0.16,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
648,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
653,0,2.53,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
658,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
663,0,2.53,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,0,,,,,,,
668,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
673,0,2.49,2.55,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
678,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
683,0,2.51,2.57,,-0.08,0.14,0.99,0,-0,-0,0.16,0,0,0,,,,,,,
688,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
693,0,2.52,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
698,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
703,0,2.53,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,0,,,,,,,
708,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
713,0,2.52,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
718,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
723,0,2.5,2.56,,-0.08,0.14,0.99,0,-0,-0,0.16,0,0,0,,,,,,,
728,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
733,0,2.52,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
738,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
743,0,2.52,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,0,0.0,0.0,0.0,0.0,0,0,0.0
748,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
753,0,2.49,2.56,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
758,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
763,0,2.52,2.57,,-0.08,0.14,0.99,0,-0,-0,0.16,0,0,0,,,,,,,
768,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
773,0,2.52,2.57,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
778,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
783,0,2.53,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,0,,,,,,,
788,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
793,0,2.51,2.56,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
798,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
803,0,2.48,2.54,,-0.08,0.14,0.99,0,-0,-0,0.16,0,0,0,,,,,,,
808,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
813,0,2.48,2.54,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
818,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
823,0,2.52,2.57,,-0.08,0.14,0.99,0,-0,-0,0.16,,,0,,,,,,,
828,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
833,0,2.53,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
838,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
843,0,2.5,2.55,,-0.08,0.14,0.99,0,-0,-0,0.16,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
848,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
853,0,2.53,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
858,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
863,0,2.5,2.55,,-0.08,0.14,0.99,0,-0,-0,0.16,,,0,,,,,,,
868,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
873,0,2.52,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
878,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
883,0,2.52,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,0,0,0,,,,,,,
888,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
893,0,2.48,2.54,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
898,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
903,0,2.52,2.57,,-0.08,0.14,0.99,0,-0,-0,0.16,,,0,,,,,,,
908,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
913,0,2.53,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
918,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
923,0,2.49,2.54,,-0.08,0.14,0.99,0,-0,-0,0.16,0,0,0,,,,,,,
928,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
933,0,2.52,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
938,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
943,0,2.51,2.57,,-0.08,0.14,0.99,0,-0,-0,0.16,,,0,0.0,0.0,0.0,0.0,0,0,0.0
948,0,,,,-0.08,0.14,0.99,0,-0,0,0.16,,,,,,,,,,
953,0,2.53,2.58,,-0.08,0.14,0.99,0,-0,0,0.16,,,,,,,,,,
958,0,,,,-0.08,0.14,0.99,0,-0,0,0.16,,,,,,,,,,
963,0,2.51,2.56,,-0.08,0.14,0.99,0,-0,0,0.16,0,0,0,,,,,,,
968,0,,,,-0.08,0.14,0.99,0,-0,0,0.16,,,,,,,,,,
973,0,2.51,2.56,,-0.08,0.14,0.99,0,-0,0,0.16,,,,,,,,,,
978,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
983,0,2.53,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,0,,,,,,,
988,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
993,0,2.53,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
998,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1003,0,2.51,2.56,,-0.08,0.14,0.99,0,-0,-0,0.16,0,0,0,,,,,,,
1008,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1013,0,2.5,2.55,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1018,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1023,0,2.48,2.54,,-0.08,0.14,0.99,0,-0,-0,0.16,,,0,,,,,,,
1028,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1033,0,2.52,2.57,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1038,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1043,0,2.48,2.54,13.66,-0.08,0.14,0.99,0,-0,-0,0.16,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
1048,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1053,0,2.53,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1058,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1063,0,2.48,2.54,,-0.08,0.14,0.99,0,-0,-0,0.16,,,0,,,,,,,
1068,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1073,0,2.52,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1078,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1083,0,2.49,2.54,,-0.08,0.14,0.99,0,-0,-0,0.16,0,0,0,,,,,,,
1088,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1093,0,2.52,2.57,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1098,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1103,0,2.48,2.53,,-0.08,0.14,0.99,0,-0,-0,0.16,,,0,,,,,,,
1108,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1113,0,2.52,2.57,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1118,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1123,0,2.52,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,0,0,0,,,,,,,
1128,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1133,0,2.51,2.57,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1138,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1143,0,2.53,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,0,0.0,0.0,0.0,0.0,0,0,0.0
1148,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1153,0,2.49,2.54,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1158,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1163,0,2.52,2.57,,-0.08,0.14,0.99,0,-0,-0,0.16,0,0,0,,,,,,,
1168,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1173,0,2.5,2.55,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1178,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1183,0,2.5,2.55,,-0.08,0.14,0.99,0,-0,-0,0.16,,,0,,,,,,,
1188,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1193,0,2.48,2.54,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1198,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1203,0,2.51,2.56,,-0.08,0.14,0.99,0,-0,-0,0.16,0,0,0,,,,,,,
1208,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1213,0,2.52,2.57,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1218,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1223,0,2.51,2.55,,-0.08,0.14,0.99,0,-0,-0,0.16,,,0,,,,,,,
1228,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1233,0,2.53,2.57,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1238,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1243,0,2.51,2.56,,-0.08,0.14,0.99,0,-0,-0,0.16,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
1248,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1253,0,2.53,2.54,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1258,0,,,,-0.08,0.14,0.99,0,0,-0,0.16,,,,,,,,,,
1263,0,2.52,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,0,,,,,,,
1268,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1273,0,2.52,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1278,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1283,0,2.51,2.56,,-0.08,0.14,0.99,0,-0,-0,0.16,0,0,0,,,,,,,
1288,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1293,0,2.48,2.54,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1298,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1303,0,2.52,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,0,,,,,,,
1308,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1313,0,2.51,2.56,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1318,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1323,0,2.51,2.56,,-0.08,0.14,0.99,0,-0,-0,0.16,0,0,0,,,,,,,
1328,0,,,,-0.08,0.14,1.0,0,-0,-0,0.16,,,,,,,,,,
1333,0,2.48,2.54,,-0.08,0.14,1.0,0,0,-0,0.16,,,,,,,,,,
1338,0,,,,-0.08,0.14,1.0,0,0,-0,0.16,,,,,,,,,,
1343,0,2.48,2.54,,-0.08,0.14,1.0,0,0,-0,0.16,,,0,0.0,0.0,0.0,0.0,0,0,0.0
1348,0,,,,-0.08,0.14,1.0,0,0,-0,0.16,,,,,,,,,,
1353,0,2.5,2.54,,-0.08,0.14,1.0,0,0,-0,0.16,,,,,,,,,,
1358,0,,,,-0.08,0.14,1.0,0,0,-0,0.16,,,,,,,,,,
1363,0,2.52,2.57,,-0.08,0.14,1.0,0,0,-0,0.16,0,0,0,,,,,,,
1368,0,,,,-0.08,0.14,1.0,0,0,-0,0.16,,,,,,,,,,
1373,0,2.51,2.56,,-0.08,0.14,1.0,0,-0,-0,0.16,,,,,,,,,,
1378,0,,,,-0.08,0.14,1.0,0,0,-0,0.16,,,,,,,,,,
1383,0,2.52,2.57,,-0.08,0.14,1.0,0,0,-0,0.16,,,0,,,,,,,
1388,0,,,,-0.08,0.14,1.0,0,0,-0,0.16,,,,,,,,,,
1393,0,2.53,2.58,,-0.08,0.14,1.0,0,0,-0,0.16,,,,,,,,,,
1398,0,,,,-0.08,0.14,1.0,0,0,-0,0.16,,,,,,,,,,
1403,0,2.52,2.57,,-0.08,0.14,1.0,0,-0,-0,0.16,0,0,0,,,,,,,
1408,0,,,,-0.08,0.14,1.0,0,-0,-0,0.16,,,,,,,,,,
1413,0,2.51,2.56,,-0.08,0.14,1.0,0,-0,-0,0.16,,,,,,,,,,
1418,0,,,,-0.08,0.14,1.0,0,0,-0,0.16,,,,,,,,,,
1423,0,2.5,2.54,,-0.08,0.14,1.0,0,0,-0,0.16,,,0,,,,,,,
1428,0,,,,-0.08,0.14,1.0,0,-0,-0,0.16,,,,,,,,,,
1433,0,2.52,2.57,,-0.08,0.14,1.0,0,0,-0,0.16,,,,,,,,,,
1438,0,,,,-0.08,0.14,1.0,0,0,-0,0.16,,,,,,,,,,
1443,0,2.52,2.58,,-0.08,0.14,1.0,0,0,-0,0.16,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
1448,0,,,,-0.08,0.14,1.0,0,0,-0,0.16,,,,,,,,,,
1453,0,2.52,2.58,,-0.08,0.14,1.0,0,-0,-0,0.16,,,,,,,,,,
1458,0,,,,-0.08,0.14,1.0,0,-0,-0,0.16,,,,,,,,,,
1463,0,2.52,2.57,,-0.08,0.14,1.0,0,-0,-0,0.16,,,0,,,,,,,
1468,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1473,0,2.51,2.56,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1478,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1483,0,2.49,2.55,,-0.08,0.14,0.99,0,-0,-0,0.16,0,0,0,,,,,,,
1488,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1493,0,2.52,2.58,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1498,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1503,0,2.5,2.55,,-0.08,0.14,0.99,0,-0,-0,0.16,,,0,,,,,,,
1508,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1513,0,2.49,2.55,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
1518,0,,,,-0.08,0.14,0.99,0,-0,-0,0.16,,,,,,,,,,
