"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"Analog1"|"Volts"|0.0|5.0|100,"Analog2"|"Volts"|0.0|5.0|100,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|200,"AccelY"|"G"|-3.0|3.0|200,"AccelZ"|"G"|-3.0|3.0|200,"Yaw"|"Deg/Sec"|-120|120|200,"Pitch"|"Deg/Sec"|-120|120|200,"Roll"|"Deg/Sec"|-120|120|200,"Gsum"|"G"|0.0|3.0|200,"RPM"|"rpm"|0|8000|25,"RPM2"|"rpm"|0|8000|25,"GPIO1"|""|0.0|1.0|50,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10
343,0,2.57,2.54,,-0.01,0.01,1.0,0,-0,-0,0.02,,,0,0.0,0.0,0.0,0.0,0,0,0.0
348,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
353,0,2.55,2.52,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
358,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
363,0,2.59,2.55,,-0.01,0.01,1.0,0,-0,-0,0.02,0,0,0,,,,,,,
368,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
373,0,2.58,2.54,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
378,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
383,0,2.55,2.52,,-0.01,0.01,1.0,0,-0,-0,0.02,,,0,,,,,,,
388,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
393,0,2.54,2.51,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
398,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
403,0,2.58,2.55,,-0.01,0.01,1.0,0,-0,-0,0.02,0,0,0,,,,,,,
408,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
413,0,2.58,2.55,,-0.01,0.01,1.0,0,-0,-0,0.01,,,,,,,,,,
418,0,,,,-0.01,0.01,1.0,0,-0,-0,0.01,,,,,,,,,,
423,0,2.56,2.52,,-0.01,0.01,1.0,0,-0,-0,0.01,,,0,,,,,,,
428,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
433,0,2.54,2.51,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
438,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
443,0,2.56,2.53,,-0.01,0.01,1.0,0,-0,-0,0.02,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
448,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
453,0,2.58,2.54,,-0.01,0.01,0.99,0,-0,-0,0.02,,,,,,,,,,
458,0,,,,-0.01,0.01,0.99,0,-0,-0,0.02,,,,,,,,,,
463,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,0,,,,,,,
468,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
473,0,2.56,2.53,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
478,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
483,0,2.59,2.56,,-0.02,0.01,1.0,0,-0,-0,0.02,0,0,0,,,,,,,
488,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
493,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
498,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
503,0,2.54,2.52,,-0.02,0.01,1.0,0,-0,-0,0.02,,,0,,,,,,,
508,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
513,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
518,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
523,0,2.57,2.54,,-0.02,0.01,1.0,0,-0,-0,0.02,0,0,0,,,,,,,
528,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
533,0,2.58,2.54,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
538,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
543,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,0,0.0,0.0,0.0,0.0,0,0,0.0
548,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
553,0,2.55,2.52,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
558,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
563,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,0,0,0,,,,,,,
568,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
573,0,2.55,2.52,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
578,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
583,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,0,,,,,,,
588,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
593,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
598,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
603,0,2.54,2.51,,-0.02,0.01,1.0,0,-0,-0,0.02,0,0,0,,,,,,,
608,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
613,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
618,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
623,0,2.57,2.54,,-0.02,0.01,1.0,0,-0,-0,0.02,,,0,,,,,,,
628,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
633,0,2.56,2.53,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
638,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
643,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
648,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
653,0,2.58,2.54,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
658,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
663,0,2.58,2.54,,-0.02,0.01,1.0,0,-0,-0,0.02,,,0,,,,,,,
668,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
673,0,2.57,2.54,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
678,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
683,0,2.59,2.54,,-0.02,0.01,1.0,0,-0,-0,0.02,0,0,0,,,,,,,
688,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
693,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
698,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
703,0,2.54,2.51,,-0.02,0.01,1.0,0,-0,-0,0.02,,,0,,,,,,,
708,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
713,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
718,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
723,0,2.54,2.51,,-0.02,0.01,1.0,0,-0,-0,0.02,0,0,0,,,,,,,
728,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
733,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
738,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
743,0,2.54,2.51,,-0.01,0.01,1.0,0,-0,-0,0.02,,,0,0.0,0.0,0.0,0.0,0,0,0.0
748,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
753,0,2.58,2.55,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
758,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
763,0,2.58,2.55,,-0.01,0.01,1.0,0,-0,-0,0.02,0,0,0,,,,,,,
768,0,,,,-0.01,0.01,1.0,0,-0,-0,0.01,,,,,,,,,,
773,0,2.55,2.51,,-0.01,0.01,1.0,0,-0,-0,0.01,,,,,,,,,,
778,0,,,,-0.01,0.01,1.0,0,-0,-0,0.01,,,,,,,,,,
783,0,2.58,2.55,,-0.01,0.01,1.0,0,-0,-0,0.01,,,0,,,,,,,
788,0,,,,-0.01,0.01,1.0,0,-0,-0,0.01,,,,,,,,,,
793,0,2.56,2.53,,-0.01,0.01,1.0,0,-0,-0,0.01,,,,,,,,,,
798,0,,,,-0.01,0.01,1.0,0,-0,-0,0.01,,,,,,,,,,
803,0,2.58,2.55,,-0.01,0.01,1.0,0,-0,-0,0.01,0,0,0,,,,,,,
808,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
813,0,2.55,2.51,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
818,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
823,0,2.58,2.55,,-0.01,0.01,1.0,0,-0,-0,0.02,,,0,,,,,,,
828,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
833,0,2.57,2.54,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
838,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
843,0,2.58,2.55,,-0.01,0.01,1.0,0,-0,-0,0.02,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
848,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
853,0,2.58,2.54,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
858,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
863,0,2.54,2.51,,-0.01,0.01,1.0,0,-0,-0,0.02,,,0,,,,,,,
868,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
873,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
878,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
883,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,0,0,0,,,,,,,
888,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
893,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
898,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
903,0,2.58,2.54,,-0.02,0.01,1.0,0,-0,-0,0.02,,,0,,,,,,,
908,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
913,0,2.58,2.54,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
918,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
923,0,2.58,2.54,,-0.02,0.01,1.0,0,-0,-0,0.02,0,0,0,,,,,,,
928,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
933,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
938,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
943,0,2.59,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,0,0.0,0.0,0.0,0.0,0,0,0.0
948,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
953,0,2.59,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
958,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
963,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,0,0,0,,,,,,,
968,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
973,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
978,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
983,0,2.58,2.54,,-0.02,0.01,1.0,0,-0,-0,0.02,,,0,,,,,,,
988,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
993,0,2.55,2.51,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
998,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1003,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,0,0,0,,,,,,,
1008,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1013,0,2.58,2.54,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1018,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1023,0,2.58,2.54,,-0.02,0.01,1.0,0,-0,-0,0.02,,,0,,,,,,,
1028,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1033,0,2.58,2.55,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1038,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1043,0,2.56,2.53,13.64,-0.01,0.01,1.0,0,-0,-0,0.02,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
1048,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1053,0,2.55,2.52,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1058,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1063,0,2.58,2.55,,-0.01,0.01,1.0,0,-0,-0,0.02,,,0,,,,,,,
1068,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1073,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1078,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1083,0,2.57,2.54,,-0.02,0.01,1.0,0,-0,-0,0.02,0,0,0,,,,,,,
1088,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1093,0,2.55,2.51,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1098,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1103,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,0,,,,,,,
1108,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1113,0,2.54,2.51,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1118,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1123,0,2.57,2.53,,-0.02,0.01,1.0,0,-0,-0,0.02,0,0,0,,,,,,,
1128,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1133,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1138,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1143,0,2.54,2.51,,-0.02,0.01,1.0,0,-0,-0,0.02,,,0,0.0,0.0,0.0,0.0,0,0,0.0
1148,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1153,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1158,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1163,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,0,0,0,,,,,,,
1168,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1173,0,2.56,2.53,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1178,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1183,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,0,,,,,,,
1188,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1193,0,2.57,2.54,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1198,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1203,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,0,0,0,,,,,,,
1208,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1213,0,2.58,2.54,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1218,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1223,0,2.58,2.54,,-0.02,0.01,1.0,0,-0,-0,0.02,,,0,,,,,,,
1228,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1233,0,2.56,2.53,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1238,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1243,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
1248,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1253,0,2.56,2.53,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1258,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1263,0,2.56,2.52,,-0.01,0.01,1.0,0,-0,-0,0.02,,,0,,,,,,,
1268,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1273,0,2.54,2.51,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1278,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1283,0,2.59,2.51,,-0.01,0.01,1.0,0,-0,-0,0.02,0,0,0,,,,,,,
1288,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1293,0,2.56,2.53,,-0.01,0.01,1.0,0,-0,-0,0.01,,,,,,,,,,
1298,0,,,,-0.01,0.01,1.0,0,-0,-0,0.01,,,,,,,,,,
1303,0,2.56,2.53,,-0.01,0.01,1.0,0,-0,-0,0.02,,,0,,,,,,,
1308,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1313,0,2.58,2.55,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1318,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1323,0,2.58,2.55,,-0.01,0.01,1.0,0,-0,-0,0.02,0,0,0,,,,,,,
1328,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1333,0,2.57,2.54,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1338,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1343,0,2.56,2.53,,-0.02,0.01,1.0,0,-0,-0,0.02,,,0,0.0,0.0,0.0,0.0,0,0,0.0
1348,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1353,0,2.58,2.54,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1358,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1363,0,2.58,2.55,,-0.01,0.01,1.0,0,-0,-0,0.02,0,0,0,,,,,,,
1368,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1373,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1378,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1383,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,0,,,,,,,
1388,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1393,0,2.58,2.54,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1398,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1403,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,0,0,0,,,,,,,
1408,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1413,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1418,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1423,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,0,,,,,,,
1428,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1433,0,2.57,2.54,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1438,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1443,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
1448,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1453,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1458,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1463,0,2.58,2.55,,-0.01,0.01,1.0,0,-0,-0,0.02,,,0,,,,,,,
1468,0,,,,-0.01,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1473,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1478,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1483,0,2.56,2.53,,-0.02,0.01,1.0,0,-0,-0,0.02,0,0,0,,,,,,,
1488,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1493,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1498,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1503,0,2.55,2.52,,-0.02,0.01,1.0,0,-0,-0,0.02,,,0,,,,,,,
1508,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1513,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1518,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1523,0,2.56,2.52,,-0.02,0.01,1.0,0,-0,-0,0.02,0,0,0,,,,,,,
1528,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1533,0,2.57,2.54,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1538,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1543,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,,,0,0.0,0.0,0.0,0.0,0,0,0.0
1548,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1553,0,2.54,2.53,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1558,0,,,,-0.02,0.01,1.0,0,-0,-0,0.02,,,,,,,,,,
1563,0,2.58,2.55,,-0.02,0.01,1.0,0,-0,-0,0.02,0,0,0,,,,,,,
